Compound,Negative,Neutral,Positive,Tweet Count,User
0.0,0.0,1.0,0.0,518,@CNN
0.4404,0.0,0.868,0.132,519,@CNN
-0.6739,0.178,0.822,0.0,520,@CNN
0.0,0.0,1.0,0.0,521,@CNN
0.8268,0.0,0.697,0.303,522,@CNN
-0.1027,0.147,0.733,0.12,523,@CNN
-0.3818,0.271,0.729,0.0,524,@CNN
-0.6369,0.215,0.785,0.0,525,@CNN
0.0,0.0,1.0,0.0,526,@CNN
-0.8481,0.338,0.662,0.0,527,@CNN
-0.3818,0.178,0.822,0.0,528,@CNN
0.7096,0.0,0.796,0.204,529,@CNN
0.6369,0.0,0.781,0.219,530,@CNN
0.0,0.0,1.0,0.0,531,@CNN
0.872,0.0,0.586,0.414,532,@CNN
0.6249,0.0,0.854,0.146,533,@CNN
0.128,0.0,0.88,0.12,534,@CNN
0.7096,0.0,0.796,0.204,535,@CNN
0.7096,0.0,0.796,0.204,536,@CNN
0.0,0.0,1.0,0.0,537,@CNN
-0.7506,0.561,0.439,0.0,538,@CNN
-0.6486,0.227,0.773,0.0,539,@CNN
0.6369,0.0,0.781,0.219,540,@CNN
0.0,0.0,1.0,0.0,541,@CNN
0.6369,0.0,0.682,0.318,542,@CNN
0.2263,0.0,0.905,0.095,543,@CNN
0.5994,0.0,0.83,0.17,544,@CNN
0.2023,0.0,0.526,0.474,545,@CNN
0.0,0.0,1.0,0.0,546,@CNN
0.0772,0.0,0.944,0.056,547,@CNN
0.0,0.0,1.0,0.0,548,@CNN
0.0,0.0,1.0,0.0,549,@CNN
0.34,0.0,0.888,0.112,550,@CNN
0.0772,0.0,0.944,0.056,551,@CNN
-0.8979,0.362,0.638,0.0,552,@CNN
0.4939,0.0,0.789,0.211,553,@CNN
0.0,0.0,1.0,0.0,554,@CNN
0.0,0.0,1.0,0.0,555,@CNN
0.0,0.0,1.0,0.0,556,@CNN
0.7269,0.0,0.757,0.243,557,@CNN
0.3453,0.11,0.688,0.202,558,@CNN
-0.5267,0.139,0.861,0.0,559,@CNN
0.3612,0.0,0.906,0.094,560,@CNN
0.7096,0.0,0.796,0.204,561,@CNN
0.2235,0.0,0.91,0.09,562,@CNN
-0.5267,0.152,0.848,0.0,563,@CNN
-0.4927,0.151,0.849,0.0,564,@CNN
0.0772,0.0,0.944,0.056,565,@CNN
0.0,0.0,1.0,0.0,566,@CNN
-0.8625,0.37,0.497,0.133,567,@CNN
0.0777,0.114,0.758,0.128,568,@CNN
0.7096,0.0,0.796,0.204,569,@CNN
-0.2732,0.119,0.881,0.0,570,@CNN
0.2023,0.0,0.921,0.079,571,@CNN
0.0,0.0,1.0,0.0,572,@CNN
-0.3182,0.277,0.723,0.0,573,@CNN
0.0,0.0,1.0,0.0,574,@CNN
-0.5759,0.171,0.829,0.0,575,@CNN
-0.0258,0.125,0.755,0.121,576,@CNN
0.0,0.0,1.0,0.0,577,@CNN
0.0,0.0,1.0,0.0,578,@CNN
0.4404,0.0,0.847,0.153,579,@CNN
0.0,0.0,1.0,0.0,580,@CNN
0.6249,0.0,0.854,0.146,581,@CNN
0.4767,0.0,0.853,0.147,582,@CNN
0.5719,0.0,0.654,0.346,583,@CNN
0.6939,0.0,0.728,0.272,584,@CNN
0.0516,0.121,0.75,0.129,585,@CNN
-0.5859,0.27,0.73,0.0,586,@CNN
0.2732,0.0,0.89,0.11,587,@CNN
-0.3182,0.187,0.813,0.0,588,@CNN
0.4753,0.0,0.795,0.205,589,@CNN
0.0,0.0,1.0,0.0,590,@CNN
0.0,0.0,1.0,0.0,591,@CNN
-0.34,0.107,0.893,0.0,592,@CNN
-0.698,0.419,0.581,0.0,593,@CNN
0.2023,0.0,0.921,0.079,594,@CNN
0.0,0.0,1.0,0.0,595,@CNN
0.538,0.096,0.686,0.217,596,@CNN
-0.5267,0.196,0.804,0.0,597,@CNN
0.6705,0.107,0.602,0.291,598,@CNN
0.6249,0.0,0.854,0.146,599,@CNN
0.0,0.0,1.0,0.0,600,@CNN
0.0,0.0,1.0,0.0,601,@FoxNews
0.0,0.0,1.0,0.0,602,@FoxNews
0.7096,0.0,0.742,0.258,603,@FoxNews
-0.4019,0.201,0.711,0.088,604,@FoxNews
0.7269,0.0,0.663,0.337,605,@FoxNews
-0.4912,0.158,0.842,0.0,606,@FoxNews
0.4404,0.0,0.791,0.209,607,@FoxNews
0.2411,0.143,0.656,0.201,608,@FoxNews
0.3612,0.0,0.872,0.128,609,@FoxNews
0.3182,0.0,0.753,0.247,610,@FoxNews
0.0,0.0,1.0,0.0,611,@FoxNews
0.0,0.0,1.0,0.0,612,@FoxNews
-0.5267,0.148,0.795,0.057,613,@FoxNews
-0.6908,0.341,0.659,0.0,614,@FoxNews
0.1531,0.0,0.929,0.071,615,@FoxNews
-0.5267,0.148,0.795,0.057,616,@FoxNews
0.3612,0.0,0.815,0.185,617,@FoxNews
-0.5719,0.226,0.681,0.093,618,@FoxNews
0.0516,0.119,0.754,0.127,619,@FoxNews
0.128,0.096,0.786,0.118,620,@FoxNews
0.3818,0.0,0.885,0.115,621,@FoxNews
0.2263,0.099,0.733,0.168,622,@FoxNews
-0.2023,0.161,0.738,0.101,623,@FoxNews
0.3818,0.106,0.72,0.174,624,@FoxNews
0.4184,0.0,0.872,0.128,625,@FoxNews
0.6553,0.0,0.797,0.203,626,@FoxNews
0.0,0.0,1.0,0.0,627,@FoxNews
0.6908,0.0,0.787,0.213,628,@FoxNews
0.3818,0.106,0.72,0.174,629,@FoxNews
0.0,0.0,1.0,0.0,630,@FoxNews
0.0,0.0,1.0,0.0,631,@FoxNews
0.0,0.0,1.0,0.0,632,@FoxNews
0.4215,0.0,0.865,0.135,633,@FoxNews
0.0,0.0,1.0,0.0,634,@FoxNews
-0.5719,0.226,0.681,0.093,635,@FoxNews
0.4019,0.0,0.876,0.124,636,@FoxNews
-0.5994,0.302,0.698,0.0,637,@FoxNews
0.9168,0.0,0.541,0.459,638,@FoxNews
-0.296,0.167,0.721,0.113,639,@FoxNews
-0.4898,0.185,0.815,0.0,640,@FoxNews
-0.5423,0.163,0.837,0.0,641,@FoxNews
-0.8264,0.311,0.689,0.0,642,@FoxNews
0.25,0.16,0.617,0.222,643,@FoxNews
0.3182,0.0,0.874,0.126,644,@FoxNews
-0.2263,0.132,0.769,0.099,645,@FoxNews
0.4215,0.0,0.811,0.189,646,@FoxNews
-0.2732,0.116,0.884,0.0,647,@FoxNews
0.0,0.0,1.0,0.0,648,@FoxNews
-0.6597,0.265,0.735,0.0,649,@FoxNews
0.3182,0.086,0.769,0.145,650,@FoxNews
0.5859,0.0,0.826,0.174,651,@FoxNews
0.128,0.096,0.786,0.118,652,@FoxNews
0.7269,0.0,0.663,0.337,653,@FoxNews
0.0,0.0,1.0,0.0,654,@FoxNews
-0.5267,0.148,0.795,0.057,655,@FoxNews
-0.5267,0.148,0.795,0.057,656,@FoxNews
0.0,0.0,1.0,0.0,657,@FoxNews
-0.5267,0.148,0.795,0.057,658,@FoxNews
0.0,0.0,1.0,0.0,659,@FoxNews
0.2732,0.0,0.896,0.104,660,@FoxNews
0.0,0.0,1.0,0.0,661,@FoxNews
0.0,0.0,1.0,0.0,662,@FoxNews
0.3987,0.0,0.839,0.161,663,@FoxNews
0.0,0.0,1.0,0.0,664,@FoxNews
0.4703,0.0,0.855,0.145,665,@FoxNews
0.0,0.0,1.0,0.0,666,@FoxNews
0.0772,0.093,0.802,0.105,667,@FoxNews
0.0,0.0,1.0,0.0,668,@FoxNews
0.0,0.0,1.0,0.0,669,@FoxNews
-0.4019,0.109,0.891,0.0,670,@FoxNews
0.6908,0.0,0.787,0.213,671,@FoxNews
-0.34,0.124,0.876,0.0,672,@FoxNews
-0.4137,0.165,0.835,0.0,673,@FoxNews
-0.4753,0.192,0.808,0.0,674,@FoxNews
-0.4939,0.225,0.775,0.0,675,@FoxNews
0.0,0.0,1.0,0.0,676,@FoxNews
0.8196,0.0,0.745,0.255,677,@FoxNews
0.3818,0.106,0.72,0.174,678,@FoxNews
0.0,0.0,1.0,0.0,679,@FoxNews
-0.3182,0.173,0.827,0.0,680,@FoxNews
0.2732,0.0,0.811,0.189,681,@FoxNews
0.2732,0.0,0.896,0.104,682,@FoxNews
0.3612,0.0,0.783,0.217,683,@FoxNews
-0.5267,0.148,0.795,0.057,684,@FoxNews
0.0,0.0,1.0,0.0,685,@FoxNews
-0.5719,0.226,0.681,0.093,686,@FoxNews
-0.1027,0.181,0.692,0.127,687,@FoxNews
0.0,0.0,1.0,0.0,688,@FoxNews
0.0,0.0,1.0,0.0,689,@FoxNews
-0.5106,0.18,0.82,0.0,690,@FoxNews
-0.5574,0.265,0.735,0.0,691,@FoxNews
0.0,0.0,1.0,0.0,692,@FoxNews
0.0,0.0,1.0,0.0,693,@FoxNews
-0.1759,0.297,0.703,0.0,694,@FoxNews
-0.5267,0.148,0.795,0.057,695,@FoxNews
0.6908,0.0,0.787,0.213,696,@FoxNews
0.5859,0.0,0.817,0.183,697,@FoxNews
0.0,0.0,1.0,0.0,698,@FoxNews
0.0,0.0,1.0,0.0,699,@FoxNews
0.0,0.0,1.0,0.0,700,@FoxNews
-0.5574,0.286,0.714,0.0,701,@FoxNews
0.0,0.0,1.0,0.0,702,@FoxNews
0.0,0.0,1.0,0.0,703,@FoxNews
0.0,0.0,1.0,0.0,704,@FoxNews
0.0,0.0,1.0,0.0,705,@FoxNews
0.7096,0.0,0.742,0.258,706,@FoxNews
-0.4019,0.201,0.711,0.088,707,@FoxNews
0.7269,0.0,0.663,0.337,708,@FoxNews
-0.4912,0.158,0.842,0.0,709,@FoxNews
0.4404,0.0,0.791,0.209,710,@FoxNews
0.2411,0.143,0.656,0.201,711,@FoxNews
0.3612,0.0,0.872,0.128,712,@FoxNews
0.3182,0.0,0.753,0.247,713,@FoxNews
0.0,0.0,1.0,0.0,714,@FoxNews
0.0,0.0,1.0,0.0,715,@FoxNews
-0.5267,0.148,0.795,0.057,716,@FoxNews
-0.6908,0.341,0.659,0.0,717,@FoxNews
0.1531,0.0,0.929,0.071,718,@FoxNews
-0.5267,0.148,0.795,0.057,719,@FoxNews
0.3612,0.0,0.815,0.185,720,@FoxNews
-0.5719,0.226,0.681,0.093,721,@FoxNews
0.0516,0.119,0.754,0.127,722,@FoxNews
0.128,0.096,0.786,0.118,723,@FoxNews
0.3818,0.0,0.885,0.115,724,@FoxNews
0.2263,0.099,0.733,0.168,725,@FoxNews
-0.2023,0.161,0.738,0.101,726,@FoxNews
0.3818,0.106,0.72,0.174,727,@FoxNews
0.4184,0.0,0.872,0.128,728,@FoxNews
0.6553,0.0,0.797,0.203,729,@FoxNews
0.0,0.0,1.0,0.0,730,@FoxNews
0.6908,0.0,0.787,0.213,731,@FoxNews
0.3818,0.106,0.72,0.174,732,@FoxNews
0.0,0.0,1.0,0.0,733,@FoxNews
0.0,0.0,1.0,0.0,734,@FoxNews
0.0,0.0,1.0,0.0,735,@FoxNews
0.4215,0.0,0.865,0.135,736,@FoxNews
0.0,0.0,1.0,0.0,737,@FoxNews
-0.5719,0.226,0.681,0.093,738,@FoxNews
0.4019,0.0,0.876,0.124,739,@FoxNews
-0.5994,0.302,0.698,0.0,740,@FoxNews
0.9168,0.0,0.541,0.459,741,@FoxNews
-0.296,0.167,0.721,0.113,742,@FoxNews
-0.4898,0.185,0.815,0.0,743,@FoxNews
-0.5423,0.163,0.837,0.0,744,@FoxNews
-0.8264,0.311,0.689,0.0,745,@FoxNews
0.25,0.16,0.617,0.222,746,@FoxNews
0.3182,0.0,0.874,0.126,747,@FoxNews
-0.2263,0.132,0.769,0.099,748,@FoxNews
0.4215,0.0,0.811,0.189,749,@FoxNews
-0.2732,0.116,0.884,0.0,750,@FoxNews
0.0,0.0,1.0,0.0,751,@FoxNews
-0.6597,0.265,0.735,0.0,752,@FoxNews
0.3182,0.086,0.769,0.145,753,@FoxNews
0.5859,0.0,0.826,0.174,754,@FoxNews
0.128,0.096,0.786,0.118,755,@FoxNews
0.7269,0.0,0.663,0.337,756,@FoxNews
0.0,0.0,1.0,0.0,757,@FoxNews
-0.5267,0.148,0.795,0.057,758,@FoxNews
-0.5267,0.148,0.795,0.057,759,@FoxNews
0.0,0.0,1.0,0.0,760,@FoxNews
-0.5267,0.148,0.795,0.057,761,@FoxNews
0.0,0.0,1.0,0.0,762,@FoxNews
0.2732,0.0,0.896,0.104,763,@FoxNews
0.0,0.0,1.0,0.0,764,@FoxNews
0.0,0.0,1.0,0.0,765,@FoxNews
0.3987,0.0,0.839,0.161,766,@FoxNews
0.0,0.0,1.0,0.0,767,@FoxNews
0.4703,0.0,0.855,0.145,768,@FoxNews
0.0,0.0,1.0,0.0,769,@FoxNews
0.0772,0.093,0.802,0.105,770,@FoxNews
0.0,0.0,1.0,0.0,771,@FoxNews
0.0,0.0,1.0,0.0,772,@FoxNews
-0.4019,0.109,0.891,0.0,773,@FoxNews
0.6908,0.0,0.787,0.213,774,@FoxNews
-0.34,0.124,0.876,0.0,775,@FoxNews
-0.4137,0.165,0.835,0.0,776,@FoxNews
-0.4753,0.192,0.808,0.0,777,@FoxNews
-0.4939,0.225,0.775,0.0,778,@FoxNews
0.0,0.0,1.0,0.0,779,@FoxNews
0.8196,0.0,0.745,0.255,780,@FoxNews
0.3818,0.106,0.72,0.174,781,@FoxNews
0.0,0.0,1.0,0.0,782,@FoxNews
-0.3182,0.173,0.827,0.0,783,@FoxNews
0.2732,0.0,0.811,0.189,784,@FoxNews
0.2732,0.0,0.896,0.104,785,@FoxNews
0.3612,0.0,0.783,0.217,786,@FoxNews
-0.5267,0.148,0.795,0.057,787,@FoxNews
0.0,0.0,1.0,0.0,788,@FoxNews
-0.5719,0.226,0.681,0.093,789,@FoxNews
-0.1027,0.181,0.692,0.127,790,@FoxNews
0.0,0.0,1.0,0.0,791,@FoxNews
0.0,0.0,1.0,0.0,792,@FoxNews
-0.5106,0.18,0.82,0.0,793,@FoxNews
-0.5574,0.265,0.735,0.0,794,@FoxNews
0.0,0.0,1.0,0.0,795,@FoxNews
0.0,0.0,1.0,0.0,796,@FoxNews
-0.1759,0.297,0.703,0.0,797,@FoxNews
-0.5267,0.148,0.795,0.057,798,@FoxNews
0.6908,0.0,0.787,0.213,799,@FoxNews
0.5859,0.0,0.817,0.183,800,@FoxNews
0.0,0.0,1.0,0.0,801,@nytimes
0.0,0.0,1.0,0.0,802,@nytimes
0.0,0.0,1.0,0.0,803,@nytimes
0.0,0.0,1.0,0.0,804,@nytimes
0.3182,0.089,0.766,0.145,805,@nytimes
0.0,0.0,1.0,0.0,806,@nytimes
-0.3818,0.098,0.902,0.0,807,@nytimes
0.3182,0.089,0.766,0.145,808,@nytimes
0.7263,0.113,0.498,0.389,809,@nytimes
-0.3875,0.18,0.82,0.0,810,@nytimes
-0.3818,0.098,0.902,0.0,811,@nytimes
0.3612,0.0,0.844,0.156,812,@nytimes
0.3182,0.089,0.766,0.145,813,@nytimes
0.5994,0.0,0.71,0.29,814,@nytimes
0.2023,0.0,0.893,0.107,815,@nytimes
0.2732,0.0,0.89,0.11,816,@nytimes
0.0,0.0,1.0,0.0,817,@nytimes
0.0,0.0,1.0,0.0,818,@nytimes
0.0,0.0,1.0,0.0,819,@nytimes
0.0,0.0,1.0,0.0,820,@nytimes
0.0,0.0,1.0,0.0,821,@nytimes
0.0,0.0,1.0,0.0,822,@nytimes
-0.3875,0.18,0.82,0.0,823,@nytimes
0.0,0.0,1.0,0.0,824,@nytimes
-0.3875,0.18,0.82,0.0,825,@nytimes
0.0,0.139,0.721,0.139,826,@nytimes
0.0,0.0,1.0,0.0,827,@nytimes
-0.296,0.18,0.82,0.0,828,@nytimes
-0.34,0.138,0.862,0.0,829,@nytimes
0.0,0.0,1.0,0.0,830,@nytimes
-0.3818,0.098,0.902,0.0,831,@nytimes
-0.4336,0.193,0.807,0.0,832,@nytimes
-0.34,0.138,0.862,0.0,833,@nytimes
-0.3818,0.098,0.902,0.0,834,@nytimes
-0.1779,0.134,0.866,0.0,835,@nytimes
0.0772,0.0,0.942,0.058,836,@nytimes
0.4404,0.0,0.884,0.116,837,@nytimes
0.0,0.0,1.0,0.0,838,@nytimes
0.0,0.0,1.0,0.0,839,@nytimes
-0.3818,0.098,0.902,0.0,840,@nytimes
0.0,0.0,1.0,0.0,841,@nytimes
-0.3875,0.18,0.82,0.0,842,@nytimes
-0.3875,0.18,0.82,0.0,843,@nytimes
0.0,0.0,1.0,0.0,844,@nytimes
-0.0772,0.126,0.762,0.112,845,@nytimes
-0.1027,0.135,0.865,0.0,846,@nytimes
0.0,0.0,1.0,0.0,847,@nytimes
0.0,0.0,1.0,0.0,848,@nytimes
0.0,0.0,1.0,0.0,849,@nytimes
0.0,0.0,1.0,0.0,850,@nytimes
0.0,0.0,1.0,0.0,851,@nytimes
0.745,0.0,0.717,0.283,852,@nytimes
-0.34,0.138,0.862,0.0,853,@nytimes
0.0,0.0,1.0,0.0,854,@nytimes
-0.7506,0.274,0.726,0.0,855,@nytimes
-0.3875,0.18,0.82,0.0,856,@nytimes
0.0,0.0,1.0,0.0,857,@nytimes
-0.3875,0.18,0.82,0.0,858,@nytimes
0.0,0.0,1.0,0.0,859,@nytimes
0.3182,0.089,0.766,0.145,860,@nytimes
0.2244,0.0,0.914,0.086,861,@nytimes
0.3182,0.089,0.766,0.145,862,@nytimes
-0.3818,0.098,0.902,0.0,863,@nytimes
0.0,0.0,1.0,0.0,864,@nytimes
0.0,0.0,1.0,0.0,865,@nytimes
0.0,0.0,1.0,0.0,866,@nytimes
-0.6908,0.266,0.734,0.0,867,@nytimes
0.0,0.0,1.0,0.0,868,@nytimes
0.2023,0.121,0.714,0.165,869,@nytimes
0.0,0.0,1.0,0.0,870,@nytimes
0.624,0.0,0.746,0.254,871,@nytimes
0.0,0.0,1.0,0.0,872,@nytimes
-0.8316,0.458,0.42,0.122,873,@nytimes
0.3818,0.0,0.88,0.12,874,@nytimes
0.6946,0.0,0.792,0.208,875,@nytimes
-0.3875,0.18,0.82,0.0,876,@nytimes
0.6369,0.0,0.488,0.512,877,@nytimes
0.0,0.0,1.0,0.0,878,@nytimes
-0.5574,0.184,0.816,0.0,879,@nytimes
-0.3804,0.147,0.853,0.0,880,@nytimes
-0.3875,0.18,0.82,0.0,881,@nytimes
0.0,0.0,1.0,0.0,882,@nytimes
0.0,0.0,1.0,0.0,883,@nytimes
0.6981,0.0,0.677,0.323,884,@nytimes
0.0,0.0,1.0,0.0,885,@nytimes
0.6633,0.0,0.811,0.189,886,@nytimes
0.0,0.0,1.0,0.0,887,@nytimes
-0.4404,0.139,0.861,0.0,888,@nytimes
-0.34,0.118,0.882,0.0,889,@nytimes
0.0,0.0,1.0,0.0,890,@nytimes
0.8271,0.0,0.7,0.3,891,@nytimes
0.2023,0.0,0.893,0.107,892,@nytimes
0.0,0.0,1.0,0.0,893,@nytimes
0.3182,0.089,0.766,0.145,894,@nytimes
0.0,0.0,1.0,0.0,895,@nytimes
0.0,0.0,1.0,0.0,896,@nytimes
0.0,0.0,1.0,0.0,897,@nytimes
0.0,0.0,1.0,0.0,898,@nytimes
0.0,0.0,1.0,0.0,899,@nytimes
-0.4588,0.13,0.87,0.0,900,@nytimes
0.5242,0.0,0.727,0.273,901,@nytimes
0.0,0.0,1.0,0.0,902,@nytimes
0.0,0.0,1.0,0.0,903,@nytimes
0.0,0.0,1.0,0.0,904,@nytimes
0.0,0.0,1.0,0.0,905,@nytimes
0.0,0.0,1.0,0.0,906,@nytimes
0.3182,0.089,0.766,0.145,907,@nytimes
0.0,0.0,1.0,0.0,908,@nytimes
-0.3818,0.098,0.902,0.0,909,@nytimes
0.3182,0.089,0.766,0.145,910,@nytimes
0.7263,0.113,0.498,0.389,911,@nytimes
-0.3875,0.18,0.82,0.0,912,@nytimes
-0.3818,0.098,0.902,0.0,913,@nytimes
0.3612,0.0,0.844,0.156,914,@nytimes
0.3182,0.089,0.766,0.145,915,@nytimes
0.5994,0.0,0.71,0.29,916,@nytimes
0.2023,0.0,0.893,0.107,917,@nytimes
0.2732,0.0,0.89,0.11,918,@nytimes
0.0,0.0,1.0,0.0,919,@nytimes
0.0,0.0,1.0,0.0,920,@nytimes
0.0,0.0,1.0,0.0,921,@nytimes
0.0,0.0,1.0,0.0,922,@nytimes
0.0,0.0,1.0,0.0,923,@nytimes
0.0,0.0,1.0,0.0,924,@nytimes
-0.3875,0.18,0.82,0.0,925,@nytimes
0.0,0.0,1.0,0.0,926,@nytimes
-0.3875,0.18,0.82,0.0,927,@nytimes
0.0,0.139,0.721,0.139,928,@nytimes
0.0,0.0,1.0,0.0,929,@nytimes
-0.296,0.18,0.82,0.0,930,@nytimes
-0.34,0.138,0.862,0.0,931,@nytimes
0.0,0.0,1.0,0.0,932,@nytimes
-0.3818,0.098,0.902,0.0,933,@nytimes
-0.4336,0.193,0.807,0.0,934,@nytimes
-0.34,0.138,0.862,0.0,935,@nytimes
-0.3818,0.098,0.902,0.0,936,@nytimes
-0.1779,0.134,0.866,0.0,937,@nytimes
0.0772,0.0,0.942,0.058,938,@nytimes
0.4404,0.0,0.884,0.116,939,@nytimes
0.0,0.0,1.0,0.0,940,@nytimes
0.0,0.0,1.0,0.0,941,@nytimes
-0.3818,0.098,0.902,0.0,942,@nytimes
0.0,0.0,1.0,0.0,943,@nytimes
-0.3875,0.18,0.82,0.0,944,@nytimes
-0.3875,0.18,0.82,0.0,945,@nytimes
0.0,0.0,1.0,0.0,946,@nytimes
-0.0772,0.126,0.762,0.112,947,@nytimes
-0.1027,0.135,0.865,0.0,948,@nytimes
0.0,0.0,1.0,0.0,949,@nytimes
0.0,0.0,1.0,0.0,950,@nytimes
0.0,0.0,1.0,0.0,951,@nytimes
0.0,0.0,1.0,0.0,952,@nytimes
0.0,0.0,1.0,0.0,953,@nytimes
0.745,0.0,0.717,0.283,954,@nytimes
-0.34,0.138,0.862,0.0,955,@nytimes
0.0,0.0,1.0,0.0,956,@nytimes
-0.7506,0.274,0.726,0.0,957,@nytimes
-0.3875,0.18,0.82,0.0,958,@nytimes
0.0,0.0,1.0,0.0,959,@nytimes
-0.3875,0.18,0.82,0.0,960,@nytimes
0.0,0.0,1.0,0.0,961,@nytimes
0.3182,0.089,0.766,0.145,962,@nytimes
0.2244,0.0,0.914,0.086,963,@nytimes
0.3182,0.089,0.766,0.145,964,@nytimes
-0.3818,0.098,0.902,0.0,965,@nytimes
0.0,0.0,1.0,0.0,966,@nytimes
0.0,0.0,1.0,0.0,967,@nytimes
0.0,0.0,1.0,0.0,968,@nytimes
-0.6908,0.266,0.734,0.0,969,@nytimes
0.0,0.0,1.0,0.0,970,@nytimes
0.2023,0.121,0.714,0.165,971,@nytimes
0.0,0.0,1.0,0.0,972,@nytimes
0.624,0.0,0.746,0.254,973,@nytimes
0.0,0.0,1.0,0.0,974,@nytimes
-0.8316,0.458,0.42,0.122,975,@nytimes
0.3818,0.0,0.88,0.12,976,@nytimes
0.6946,0.0,0.792,0.208,977,@nytimes
-0.3875,0.18,0.82,0.0,978,@nytimes
0.6369,0.0,0.488,0.512,979,@nytimes
0.0,0.0,1.0,0.0,980,@nytimes
-0.5574,0.184,0.816,0.0,981,@nytimes
-0.3804,0.147,0.853,0.0,982,@nytimes
-0.3875,0.18,0.82,0.0,983,@nytimes
0.0,0.0,1.0,0.0,984,@nytimes
0.0,0.0,1.0,0.0,985,@nytimes
0.6981,0.0,0.677,0.323,986,@nytimes
0.0,0.0,1.0,0.0,987,@nytimes
0.6633,0.0,0.811,0.189,988,@nytimes
0.0,0.0,1.0,0.0,989,@nytimes
-0.4404,0.139,0.861,0.0,990,@nytimes
-0.34,0.118,0.882,0.0,991,@nytimes
0.0,0.0,1.0,0.0,992,@nytimes
0.8271,0.0,0.7,0.3,993,@nytimes
0.2023,0.0,0.893,0.107,994,@nytimes
0.0,0.0,1.0,0.0,995,@nytimes
0.3182,0.089,0.766,0.145,996,@nytimes
0.0,0.0,1.0,0.0,997,@nytimes
0.0,0.0,1.0,0.0,998,@nytimes
0.0,0.0,1.0,0.0,999,@nytimes
0.0,0.0,1.0,0.0,1000,@nytimes
